CustomerId,Surname,CreditScore,Tenure,Balance,EstimatedSalary,Exited
15699461,Fiorentini,515,10,176274,121278,0
15738721,Graham,773,9,102827,64595,0
15693683,Yuille,814,8,97086,197276,0
15604348,Allard,710,8,0,99645,0
15633059,Fanucci,413,9,0,6534,0
15808582,Fu,665,6,0,161848,0
15743192,Hung,623,6,0,167162,0
15580146,Hung,738,9,82674,41971,0
15776605,Bradley,528,7,0,60537,0
15804919,Dunbabin,670,1,0,177656,1
15613854,Mauldon,622,4,107073,30985,1
15599195,Stiger,582,1,88939,10055,0
15812878,Parsons,785,2,99807,36977,0
15602312,Walkom,605,5,150093,71863,0
15744689,T'ang,479,9,92834,99450,1
15803526,Eremenko,685,3,90537,63083,0
15665790,Rowntree,538,7,108055,27231,0
15715951,Thorpe,562,2,100238,86797,0
15591100,Chiemela,675,9,106191,22994,0
15609618,Fanucci,721,9,154476,101301,1
15675522,Ko,628,9,132351,74169,0
15705512,Welch,668,6,167864,115638,0
15698028,Duncan,506,1,0,31766,0
15661670,Chidozie,524,8,107819,199725,1
15600781,Wu,699,4,185174,120834,0
15682472,Culbreth,828,8,129433,38132,0
15580203,Kennedy,674,6,120193,100131,0
15690673,Cameron,656,6,0,141070,0
15760085,Calabresi,684,10,126384,198129,0
15779659,Zetticci,625,3,0,183646,0
15627360,Fuller,432,9,152603,110265,1
15671137,MacDonald,549,1,0,8636,1
15782688,Piccio,625,0,148507,46824,1
15575492,Kennedy,828,7,0,171379,0
15591607,Fernie,770,9,101827,167256,0
15740404,He,758,3,0,124226,0
15718369,Kaodilinakachukwu,795,9,130862,114935,0
15677871,Cocci,687,9,122571,35609,0
15642004,Alekseeva,686,1,0,16459,0
15712543,Chinweike,789,7,124828,124411,0
15584518,Arthur,589,5,144895,34941,0
15802381,Li,461,5,63664,167784,0
15610156,Ma,637,2,133463,93165,0
15594408,Chia,584,2,213146,75161,1
15640905,Vasin,579,1,129490,8591,1
15698932,Groves,756,10,137452,189544,0
15724944,Tien,663,7,0,180427,0
15628145,Forwood,682,5,125852,193318,0
15713483,Greeves,793,2,0,159124,1
15612350,Taylor,691,5,40916,126214,1
15800703,Madukwe,485,5,113157,54142,0
15705707,Bennelong,635,8,138297,141076,0
15754105,Olisanugo,650,5,106967,24495,0
15703264,Chukwufumnanya,735,9,120682,74836,0
15794413,Harris,416,0,0,879,0
15650237,Morgan,754,7,0,89521,0
15759618,Alexeeva,535,9,0,149893,1
15811589,Metcalfe,716,8,0,180800,0
15689044,Humphries,539,2,127610,98646,0
15709368,Milne,614,6,0,109042,0
15679145,Chou,706,7,0,17941,1
15655007,Li,758,7,0,82996,0
15623595,Clayton,586,2,0,92067,0
15589975,Maclean,646,6,97259,104720,0
15804017,Chigolum,631,4,123247,112688,0
15692132,Wilkinson,717,6,101060,84700,0
15641122,Wei,684,2,0,83474,0
15630910,Treacy,800,7,108007,47125,0
15680772,Hu,721,2,0,106978,0
15658929,Taverner,683,0,133703,55583,1
15585388,Sherman,660,9,125190,139874,0
15724623,Taubman,704,7,113034,162503,1
15588537,Robinson,615,9,109013,196500,0
15574692,Pinto,667,2,0,40721,1
15611325,Wood,682,9,57930,53134,0
15587562,Hawkins,484,4,130114,164018,0
15613172,Sun,628,5,95826,155997,0
15651022,Yost,480,10,129609,5473,1
15586310,Ting,578,4,169462,112187,0
15625524,Rowe,512,5,0,146458,0
15755209,Fu,484,7,133868,27286,0
15645248,Ho,510,0,0,130553,0
15790355,Okechukwu,606,5,190479,179352,0
15762615,Campbell,597,8,101993,94774,0
15625426,Ashbolt,754,3,161609,8081,1
15716334,Rozier,850,2,122311,19483,0
15789669,Hsia,510,2,0,48072,0
15621075,Ogbonnaya,778,1,162150,174531,0
15810845,T'ang,636,2,0,55471,0
15719377,Cocci,804,4,0,8547,1
15654506,Chang,514,8,0,95857,0
15771977,T'ao,730,1,99011,194946,0
15708710,Ford,525,0,0,131522,0
15726676,Marshall,616,5,0,196109,0
15587421,Tsai,687,7,111388,148565,0
15726931,Onwumelu,715,8,56215,92983,1
15771086,Graham,512,3,84328,17675,0
15756850,Golovanov,479,1,0,114996,0
15702741,Potts,601,8,93013,86957,0
15679200,Crawford,580,9,61710,128078,0
15594815,Aleshire,807,3,174790,600,0
15635905,Moran,616,6,0,43001,0
15777892,Samsonova,721,3,107721,158591,0
15656176,Jenkins,501,10,0,47847,0
15811127,Volkov,521,6,96424,10488,0
15604482,Chiemezie,850,2,141040,5978,0
15622911,Jude,759,4,105420,121409,0
15600974,He,516,5,0,146146,1
15727868,Onuora,711,2,129022,14375,1
15627801,Ginikanwa,512,3,176667,94671,0
15773039,Ku,550,3,0,179670,0
15755262,McDonald,608,3,89764,199305,1
15679531,Collins,618,5,134955,151954,0
15684181,Hackett,643,5,0,142514,1
15612087,Dike,671,2,106377,158265,0
15752047,Trevisano,689,2,161815,169382,0
15624592,Tan,603,8,0,169915,0
15573152,Glassman,620,9,0,88852,0
15594917,Miller,676,1,63095,40646,0
15785542,Kornilova,572,4,118287,60427,0
15723488,Watson,668,7,106854,157959,1
15680920,Marchesi,695,7,49513,133007,0
15786308,Millar,730,9,0,176577,0
15659366,Shih,807,1,105799,34888,1
15774854,Fuller,592,8,0,28738,1
15725311,Hay,726,9,114722,98179,0
15787155,Yang,514,7,0,125010,0
15727829,McIntyre,567,2,0,167985,0
15733247,Stevenson,850,10,0,4862,1
15568748,Poole,671,6,99564,108872,1
15699029,Bagley,670,4,170558,198253,0
15774393,Ch'ien,694,9,0,26960,0
15676895,Cattaneo,547,6,74596,85747,1
15637753,O'Sullivan,751,2,96888,77206,1
15605461,Lucas,594,3,130830,61049,0
15808473,Ringrose,673,1,0,111981,0
15627000,Freeman,610,0,0,62233,0
15787174,Sergeyev,512,1,0,156105,0
15723886,Fiore,767,3,119714,150135,0
15704769,Smith,585,5,113979,93146,0
15772896,Dumetochukwu,763,6,100161,33463,1
15711540,Pacheco,712,2,0,144375,0
15764866,Synnot,539,3,116221,55804,1
15794056,Johnston,668,2,0,89048,1
15795149,Stevens,703,2,81174,162812,0
15812009,Grant,662,4,0,136260,0
15651001,Tsao,725,5,116804,124053,0
15813844,Barnes,703,8,105962,74159,0
15596175,McIntosh,659,6,117412,45071,1
15576269,Madison,523,7,0,62030,0
15797219,Ifesinachi,635,10,123498,131953,1
15685500,Glazkov,772,7,152401,79414,0
15599792,Dimauro,545,1,0,199639,0
15657566,Wieck,634,8,103098,157577,0
15772423,Liao,739,8,126418,134421,1
15628112,Hughes,771,5,77847,99806,0
15753754,Morrison,587,1,0,97933,0
15793726,Matveyeva,681,0,0,170969,0
15694717,Ku,544,2,79732,57559,0
15665834,Cheatham,696,8,0,176713,0
15765297,Yao,766,0,0,34283,0
15636684,Kirkland,727,10,0,198637,0
15592979,Rose,671,6,37267,156917,0
15750803,Jess,693,6,127992,50457,0
15607178,Welch,850,3,54901,140076,0
15713853,Ifeajuna,732,9,108748,65323,0
15673481,Morton,726,6,99906,64323,0
15686776,Rossi,557,6,184686,14956,0
15673693,Reppert,682,0,110654,111879,0
15700696,Kang,738,9,79020,18606,0
15813163,Ch'iu,531,9,99241,123137,0
15653857,Wallis,498,2,0,148528,0
15777076,Clark,651,7,0,13898,0
15717398,Fielding,549,7,0,81259,1
15799217,Zetticci,791,7,52436,161052,0
15787071,Dulhunty,650,9,0,191600,0
15619955,Bevington,733,3,100338,48559,1
15796505,Boyle,811,1,149297,186340,0
15725166,Newton,707,8,0,33159,0
15800116,Bowman,712,4,145605,93884,0
15758685,Dubinina,706,7,0,110899,0
15694456,Toscani,756,3,0,11199,1
15767339,Chiazagomekpere,777,10,0,189993,0
15683562,Allen,646,6,84027,164256,0
15782210,K'ung,714,1,0,152168,1
15668893,Wilsmore,782,8,0,33950,0
15669169,Hargreaves,775,10,0,68144,0
15643024,Huang,479,4,138719,47252,1
15699389,Ch'ien,807,7,118275,25886,0
15708608,Wallwork,799,8,174186,192634,0
15626144,Chu,675,7,113209,34577,0
15573112,Kang,602,5,103907,161230,0
15790678,Davidson,475,8,119023,100816,0
15727556,O'Donnell,744,5,166298,181694,0
15697307,Nnachetam,588,10,0,79079,0
15652266,Chidiebele,703,9,63227,137316,0
15607098,Ahmed,747,5,94521,194927,0
15655774,Booth,583,7,0,51285,0
15590241,Chuang,750,9,112822,150402,1
15785819,Shao,681,3,0,112492,0
15723654,Tsao,773,2,135903,73656,0
15774510,Tien,714,4,125169,106637,0
15684173,Chang,687,7,0,155854,1
15650068,Johnson,511,0,149117,162600,0
15811490,French,627,5,0,103738,0
15803976,Efremov,694,10,0,160990,0
15682541,Hartley,616,6,132312,15463,0
15695699,Calabrese,687,8,0,10334,0
15624188,Chiu,712,6,0,190686,0
15812191,Brennan,553,4,118083,94440,0
15636673,Onwuatuegwu,667,1,119267,28258,0
15594898,Hewitt,731,2,0,170035,1
15660211,Shih,629,7,156847,31824,0
15773972,Balashov,614,4,137104,127166,1
15746726,Doyle,438,8,78399,44937,0
15712287,Pokrovskii,652,4,0,188603,0
15702919,Collins,729,6,63669,145111,0
15674398,Russo,642,3,0,171464,0
15797960,Skinner,806,0,135296,182823,0
15631868,Robertson,744,2,153804,87213,0
15581539,Atkinson,474,3,0,57175,0
15662736,Doyle,559,2,147070,120541,1
15666252,Ritchie,706,9,0,28714,0
15677512,McEncroe,628,3,0,85426,0
15626114,Pearson,429,4,95742,46171,0
15810834,Gordon,525,2,145965,64448,0
15678910,Ts'ai,680,8,141442,16279,0
15694408,Lung,749,1,139290,182855,1
15585215,Yuan,763,4,0,50405,0
15682757,Pardey,734,3,0,107640,0
15736601,Tai,716,4,144429,134133,0
15601848,Scott,594,2,0,103481,0
15736008,Hunter,644,9,95441,108761,1
15669064,Mazzanti,671,1,144849,179012,0
15624528,L?,664,7,116244,95145,0
15598493,Beach,656,7,0,72143,0
15601274,Hsieh,667,1,146502,19163,0
15702669,Faulkner,663,2,117029,144680,0
15728669,Knowles,584,8,112014,177772,1
15742668,Day,626,6,108269,5598,0
15697441,Hsueh,485,7,182124,116829,1
15740476,Tsao,659,3,150924,174653,0
15648064,Kennedy,649,2,0,2011,0
15636624,Nwabugwu,805,5,165272,14110,1
15807923,Young,716,10,115301,43527,1
15745844,Kerr,642,6,129502,86099,1
15786170,Tien,659,4,118342,161574,0
15681081,Marrero,545,5,0,38970,0
15684484,White,543,8,0,127587,0
15785869,Pisano,718,7,0,30380,0
15763859,Brown,840,7,0,90909,0
15658935,Freeman,630,9,106937,138275,0
15747358,Russell,643,3,170331,32172,0
15735203,Seleznyov,654,1,114511,126143,0
15576256,Yusupova,582,5,0,129893,0
15659420,Foley,659,3,107594,102417,0
15593365,Shih,762,2,81273,18720,0
15777352,Ikedinachukwu,568,7,169400,61936,0
15812007,Power,670,6,0,78359,0
15625461,Amos,613,1,187842,147224,0
15739438,Reed,539,0,0,160980,0
15611759,Simmons,850,8,126776,132298,0
15661629,Ricci,522,9,126436,174249,1
15633950,Yen,737,1,101961,123547,0
15592386,Campbell,520,3,0,32790,0
15803716,West,706,3,0,181544,0
15696674,Robinson,643,2,150843,2320,1
15706365,Bianchi,648,9,102536,189543,0
15745088,Chen,443,9,99028,10940,0
15676715,Madukaego,640,9,0,199493,0
15613085,Ibrahimova,628,3,0,188193,0
15633537,Nolan,540,9,87271,172573,0
15594720,Scott,460,8,102743,189340,0
15684042,Blair,636,2,40106,53512,0
15583303,Monaldo,593,2,152265,34004,0
15611579,Sutherland,801,4,141948,10598,0
15774696,Cole,640,1,106308,113429,0
15694506,Briggs,611,0,107885,183488,0
15688074,Gregory,802,1,125014,187658,0
15759537,Bianchi,717,7,58469,172459,0
15758449,Angelo,769,8,0,21016,0
15583456,Gardiner,745,10,117232,122381,1
15667871,Kerr,572,4,152390,128124,0
15677371,Ko,629,2,34014,19571,0
15629677,Distefano,687,2,0,188151,1
15713578,Farrell,483,9,0,111020,0
15591509,Milano,690,7,101583,123775,0
15568240,Ting,492,10,77169,146700,0
15622993,Boyd,709,8,124696,145251,0
15689294,Onyemaechi,705,3,105935,82464,0
15720910,Black,560,9,0,15928,0
15721181,Oliver,611,6,0,45886,0
15776433,Greco,730,2,0,186490,0
15748936,Whitehead,709,2,0,162923,0
15717225,Ikemefuna,544,10,161526,9263,0
15685226,Morrison,712,7,147199,84932,0
15785611,Onyeoruru,752,3,183102,71557,0
15573456,Cunningham,648,9,127209,77406,1
15684548,Demidov,556,8,0,417,1
15620505,Celis,594,0,97379,71405,0
15807432,Cheng,645,2,136925,153400,0
15584766,Knight,557,3,54504,371,0
15612187,Morin,547,8,155727,67790,0
15762218,Mills,701,9,0,145895,0
15646372,Outhwaite,616,1,135842,183841,1
15690452,Tung,605,1,63350,108887,0
15747795,Pai,593,4,129499,154071,0
15781589,Carpenter,751,8,0,179292,0
15732674,Fennell,443,6,70438,56937,0
15642291,Fontaine,685,8,0,112239,0
15692761,Pratt,718,9,0,45910,0
15578045,Mitchell,538,9,141434,173779,1
15745354,Franklin,611,4,0,125696,0
15701376,K'ung,668,10,152958,159586,0
15691625,Ko,537,3,138306,106761,0
15566594,McKenzie,709,10,0,129590,0
15760431,Pino,850,1,0,80007,0
15686302,Fisk,745,3,124329,140452,0
15801559,Chiang,693,9,181461,187929,1
15810432,Moseley,795,8,0,167155,0
15809616,Hsiung,626,8,0,191421,0
15720559,Heath,487,5,110368,11384,1
15695632,Dellucci,556,9,89588,94898,0
15659843,Li,643,6,0,106782,0
15615624,De Salis,605,6,0,159509,0
15810418,T'ang,756,3,115925,93524,1
15716186,Richardson,586,2,0,87168,0
15674551,Fitch,535,7,111757,8128,1
15622834,Stevenson,678,4,0,125518,0
15566111,Estes,596,9,0,48964,0
15784597,Lattimore,648,9,162924,98368,0
15652883,Chung,492,10,124577,148585,0
15806964,Utz,702,0,80794,27475,0
15576313,Wei,486,9,71340,76192,0
15806467,Boyle,568,1,99283,134601,1
15597602,Nwachinemelu,619,3,137946,72468,1
15743040,Kuznetsova,724,2,127893,199645,0
15705521,Pisani,548,0,101084,42750,0
15595039,Manna,545,8,114754,136050,1
15799384,Collier,683,8,0,73564,0
15581197,Ricci,762,3,99287,85579,0
15693737,Carr,627,4,79871,129827,0
15624623,Hs?,516,10,104089,119666,0
15783501,Findlay,800,2,168190,68052,0
15690134,Hughes,464,3,85679,164105,0
15782735,Chukwuemeka,626,3,0,80190,0
15611088,Genovese,790,9,0,84127,0
15672145,Swift,534,7,121552,70179,0
15732628,Ugoji,745,2,122220,118024,0
15787470,Parkinson,553,3,116528,145704,1
15803406,Ross,748,1,77780,183049,0
15730460,Oleary,722,2,0,120907,0
15644572,Turnbull,501,4,125832,100434,0
15694860,Uspensky,675,6,68066,138777,1
15658169,Cook,778,6,127299,124695,0
15794396,Newbold,494,7,174938,40084,0
15785798,Uchechukwu,850,9,0,119232,0
15710825,Ch'en,592,7,110071,43921,0
15668444,He,590,3,139432,62223,0
15726631,Hilton,758,6,127358,56577,0
15733797,Sal,506,5,0,164253,0
15747960,Eluemuno,733,3,0,7667,0
15634632,Titus,711,3,0,68488,0
15707362,Yin,514,1,95556,199274,1
15662976,Lettiere,637,8,0,186062,0
15732778,Templeman,468,1,111682,195711,0
15718443,Chibuzo,539,3,0,36692,0
15670039,Sun,509,3,108739,106921,0
15773792,Evans,662,4,133950,48726,1
15613786,Ogbonnaya,818,4,0,167037,0
15726032,Enyinnaya,608,9,89969,68777,0
15663252,Olisanugo,850,9,0,18925,0
15593782,Brookes,816,5,130879,71906,1
15633283,Padovano,536,8,0,64833,0
15749167,Fisk,753,3,0,184844,0
15759298,Shih,631,10,134170,176730,0
15683625,Hare,703,1,149762,20629,1
15635367,Muir,774,2,93845,28415,0
15681705,Fanucci,785,8,0,77231,0
15603156,Elewechi,571,1,0,102751,0
15591986,Johnston,621,6,141078,34581,1
15798888,Pisano,605,1,117993,183599,0
15809722,Ankudinov,611,8,100812,147358,0
15677538,Nwokike,569,7,0,108469,0
15797736,Smith,658,4,80263,20613,0
15695585,Atkins,788,6,156479,181197,0
15744398,Burns,525,5,0,160249,0
15750658,Obiuto,798,8,0,110783,0
15578186,Pirozzi,486,9,115218,144995,0
15676519,George,615,9,0,150228,1
15637954,Lewis,730,0,155471,53718,0
15758639,Moran,641,7,0,75248,0
15613772,Dalrymple,542,3,135097,14353,1
15731744,Carslaw,692,2,0,130487,0
15807709,Kirby,714,9,180075,100128,0
15714689,Houghton,591,1,97541,196356,0
15699005,Martin,710,2,156067,9984,0
15624170,Tan,639,4,81551,118975,0
15725679,Hsia,531,6,0,194998,1
15585865,Westerberg,673,2,170062,134901,1
15804256,Hale,765,8,92311,72925,0
15662403,Kryukova,622,6,169089,101058,0
15733616,Sopuluchukwu,806,5,80614,142839,0
15591995,Barry,757,8,121582,127059,0
15677020,Selezneva,570,8,0,116504,1
15727688,Chizuoke,555,4,0,54406,0
15715941,Lueck,692,5,0,88722,0
15714485,Udinese,774,5,85892,74135,1
15730059,Udobata,638,9,77637,111346,0
15715527,Freeman,543,4,0,194902,0
15576623,Outlaw,584,5,0,31474,0
15805565,Obiuto,691,7,116928,21198,0
15677307,Lo,684,6,137327,186977,0
15773890,Okechukwu,733,5,0,117202,0
15598883,King,599,2,0,143739,0
15568506,Forbes,524,10,67239,161811,0
15761043,Macleod,632,6,86570,98091,0
15782236,Gibbs,735,5,0,71095,0
15593601,Isayev,734,6,133598,13107,0
15682048,Pisano,605,3,136189,67111,1
15746902,Belstead,793,9,0,88225,0
15752081,Vassiliev,468,10,0,62257,1
15781307,Schneider,779,7,120093,135926,0
15775912,Mazzanti,698,4,101238,177816,1
15745417,Knipe,707,6,89686,126471,0
15671256,Macartney,850,1,211774,188574,1
15653547,Madukwe,850,7,131317,119175,0
15595766,Watts,527,5,93723,139094,0
15742358,Humphreys,696,8,101161,115917,0
15763274,Wu,661,3,120321,96463,0
15786063,Chin,776,2,0,112350,0
15600258,Chesnokova,701,2,0,165304,0
15573318,Kung,610,8,0,166031,0
15653849,Lu,572,3,152828,38412,1
15694272,Nkemakolam,673,1,64098,77783,0
15736112,Walton,519,2,119035,29872,0
15749851,Brookes,702,4,135220,59748,0
15663478,Baldwin,729,6,93694,79919,0
15592300,Mai,543,10,59409,76774,0
15567832,Shih,550,7,114355,54019,0
15776780,He,608,1,0,70650,1
15592846,Fiorentini,639,10,128174,59093,0
15739803,Lucciano,686,9,0,127570,0
15794142,Ferreira,564,5,114931,18261,1
15762729,Ukaegbunam,745,1,111071,73276,1
15667896,De Luca,833,8,151226,136129,0
15626578,Milne,622,9,0,153238,0
15776223,Davide,597,4,64740,106841,0
15705953,Kodilinyechukwu,721,0,169312,109078,1
15802593,Little,504,7,0,87822,1
15615457,Burns,842,2,112652,126645,0
15708916,Paterson,587,0,0,47414,0
15720187,Han,479,7,143964,41880,0
15595440,Kryukova,508,7,122451,75808,0
15600651,Ijendu,749,1,0,47911,0
15750141,Reichard,721,3,65253,28738,0
15657284,Day,674,6,106902,2079,1
15763063,Price,685,10,128510,121562,0
15709324,Bruce,417,7,0,55004,0
15711309,Sumrall,574,3,129835,193131,0
15775318,Lu,590,3,154963,191932,1
15705515,Lazarev,587,5,138242,159418,0
15634844,Miller,598,3,91537,191469,1
15717046,Wentworth-Shields,741,3,0,38914,0
15571816,Ritchie,850,5,0,705,0
15670080,Mackenzie,584,7,105204,138490,0
15800440,Power,650,1,152969,82971,0
15665678,Tan,607,8,158262,76745,0
15665956,Pendergrass,509,1,0,71245,1
15788126,Evans,689,6,121021,12182,0
15811773,Hsia,543,4,0,141211,0
15651674,Billson,438,2,0,191763,1
15689614,Teng,687,1,137716,37939,0
15795564,Moretti,737,5,121192,74891,0
15706647,Jordan,761,7,0,166698,0
15728505,Ts'ao,601,1,100486,62679,0
15730076,Osborne,651,1,0,67740,1
15622003,Carslaw,745,9,92567,161520,0
15607312,Ch'ang,648,10,0,159836,1
15644753,Hung,848,3,110930,30877,0
15653620,Gordon,546,8,0,14858,0
15761986,Obialo,439,3,138902,75686,0
15633922,Gray,755,4,123218,144183,0
15734674,Lin,593,6,0,65171,0
15658032,Hopkins,701,2,0,82527,0
15692671,Dobson,701,8,0,169161,0
15737741,McKay,607,2,108432,109291,1
15576352,Revell,586,3,0,6058,0
15753719,Rickards,547,9,72392,77077,0
15803689,Begum,647,1,119742,54955,1
15718057,Onyinyechukwuka,760,2,100947,179615,1
15722010,Zuyev,621,9,170492,35588,1
15680998,Nwankwo,725,5,0,117356,0
15614782,Hao,526,1,0,160697,0
15591047,Ma,519,6,157296,147278,1
15788291,Okwuadigbo,713,7,144606,56594,1
15604044,Mitchell,700,8,134811,1300,0
15679587,Chan,666,9,115897,25095,0
15775153,Buchi,630,4,82034,146326,0
15603925,Greco,779,4,174318,38296,0
15680970,Lombardi,611,2,114207,164062,0
15697183,Uchenna,685,9,0,107811,0
15567446,Coffman,646,9,111574,30839,0
15637476,Alexandrova,683,5,162449,9222,1
15714939,Fallaci,484,4,148250,33738,0
15683503,Hudson,601,8,0,110916,1
15645569,Mai,762,7,123709,169655,0
15782569,Stout,687,9,0,69829,0
15592387,Burke,566,5,0,54927,1
15609286,Chadwick,702,10,150526,94728,0
15814035,Lawrence,601,9,0,80393,0
15661249,Bellucci,699,4,0,111308,0
15629117,Harper,584,10,0,19834,0
15607170,Boyle,699,5,0,78397,0
15586585,Duncan,698,2,111019,86410,0
15686611,Moss,495,10,129756,172750,0
15603203,Avdeyeva,650,6,0,1002,0
15619857,Crawford,605,2,129556,13602,0
15805062,Lynton,667,1,87202,77867,0
15660271,Duncan,688,8,146133,175297,0
15745295,Gether,727,0,0,121751,1
15719352,Davidson,754,6,170185,89593,0
15766575,Larionova,612,8,140745,193438,1
15594594,Loggia,546,7,139071,86945,0
15646161,Steinhoff,673,8,0,183319,0
15682585,Guerra,593,9,114193,71154,0
15603134,Pai,656,10,167879,151887,0
15636444,Craig,535,5,141617,75889,0
15773456,Lazareva,678,3,145748,89567,0
15745307,Ch'iu,477,2,129121,26476,0
15604119,Alderete,850,7,110350,126356,0
15626900,Kung,427,1,141326,93839,0
15605447,Palermo,752,2,78654,7699,0
15589030,Ts'ai,649,1,0,145594,0
15692463,Rahman,799,3,142254,45043,0
15712403,McMillan,589,1,0,61109,1
15811762,Pickering,583,6,115989,57554,1
15718673,Mirams,839,10,75592,62674,0
15724282,Tsao,540,3,164113,12121,0
15738181,Douglas,850,6,67996,50130,1
15633648,Jideofor,696,5,0,55022,0
15603323,Bell,660,1,0,117835,0
15583725,Mairinger,682,1,138778,168840,0
15588350,McIntyre,744,10,147832,24234,0
15798398,Pagnotto,785,4,135438,190627,0
15784844,K'ung,752,5,116060,156618,1
15580684,Feng,706,5,112565,42334,0
15809663,Donaldson,583,1,125407,110784,0
15640078,Chambers,660,5,135135,173683,1
15698786,Marcelo,819,9,133103,27046,1
15569807,Ejimofor,673,8,42157,20599,1
15730830,Dale,752,3,0,104991,0
15805112,Pokrovsky,578,7,82259,8997,0
15633064,Stonebraker,438,4,0,64421,0
15703119,Liang,652,6,0,145700,0
15730447,Anderson,629,4,0,196335,0
15813850,Christian,720,7,0,14781,0
15711889,Mao,668,3,150461,108139,0
15664610,Campbell,459,4,133995,19287,1
15751710,Ginikanwa,729,8,164871,9567,0
15692926,Toscani,498,8,121703,132210,0
15813741,Nnachetam,549,6,193858,21600,0
15698474,Sagese,601,1,131040,199662,0
15568595,Fleming,544,9,113829,124341,0
15603065,Grubb,751,6,0,15766,0
15592937,Napolitani,632,3,81877,33642,0
15699637,Anenechi,694,8,116326,117705,0
15667215,Chandler,678,2,0,58803,0
15788659,Howells,695,4,0,137537,0
15763218,Akeroyd,661,1,0,131301,0
15645772,Onwumelu,661,9,0,84175,0
15725511,Wallace,559,3,127071,160942,0
